Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[6]     33.3    0.00    0.03  800000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
                0.03    0.00    1283/1283        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [7]
-----------------------------------------------
                0.03    0.00    1283/1283        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
[7]     33.3    0.03    0.00    1283         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [7]
-----------------------------------------------
                0.00    0.03       1/1           main [1]
[8]     30.9    0.00    0.03       1         void std::sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, bool (*)(HSLA const&, HSLA const&)>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, bool (*)(HSLA const&, HSLA const&)) [8]
                0.00    0.03       1/1           void std::__sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [9]
                0.00    0.00       1/1           __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> __gnu_cxx::__ops::__iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>(bool (*)(HSLA const&, HSLA const&)) [178]
-----------------------------------------------
                0.00    0.03       1/1           void std::sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, bool (*)(HSLA const&, HSLA const&)>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, bool (*)(HSLA const&, HSLA const&)) [8]
[9]     30.9    0.00    0.03       1         void std::__sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [9]
                0.00    0.02       1/1           void std::__introsort_loop<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [11]
                0.00    0.00       1/1           void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [20]
                0.00    0.00       1/200259      bool __gnu_cxx::operator!=<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [46]
                0.00    0.00       1/34198       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [55]
                0.00    0.00       1/1           std::__lg(long) [228]
-----------------------------------------------
                0.00    0.02   10404/10404       void std::__introsort_loop<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [11]
[10]    26.4    0.00    0.02   10404         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [10]
                0.00    0.02   10404/10404       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [12]
                0.00    0.00   10404/10404       void std::__move_median_to_first<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [26]
                0.00    0.00   31212/31986       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator+(long) const [56]
                0.00    0.00   10404/34198       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [55]
                0.00    0.00   10404/10404       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator-(long) const [58]
-----------------------------------------------
                               10404             void std::__introsort_loop<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [11]
                0.00    0.02       1/1           void std::__sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [9]
[11]    26.4    0.00    0.02       1+10404   void std::__introsort_loop<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [11]
                0.00    0.02   10404/10404       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [10]
                0.00    0.00   20809/34198       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [55]
                               10404             void std::__introsort_loop<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [11]
-----------------------------------------------
                0.00    0.02   10404/10404       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [10]
[12]    26.2    0.00    0.02   10404         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [12]
                0.02    0.00  821864/1021863     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator++() [13]
                0.00    0.01 1612209/1638675     bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>::operator()<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [19]
                0.00    0.00  307989/318393      void std::iter_swap<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [23]
                0.00    0.00  779941/1148461     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator--() [37]
                0.00    0.00  318393/318393      bool __gnu_cxx::operator< <HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [43]
-----------------------------------------------
                0.00    0.00      15/1021863     void std::__insertion_sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [27]
                0.00    0.00   99984/1021863     void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [21]
                0.00    0.00  100000/1021863     radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
                0.02    0.00  821864/1021863     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [12]
[13]    22.2    0.02    0.00 1021863         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator++() [13]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[14]    13.5    0.00    0.01       1         radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
                0.00    0.01  100000/100000      std::vector<HSLA, std::allocator<HSLA> >::push_back(HSLA const&) [18]
                0.00    0.00  100000/1021863     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator++() [13]
                0.00    0.00  100000/5119700     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator*() const [15]
                0.00    0.00  100512/100512      std::vector<std::vector<HSLA, std::allocator<HSLA> >, std::allocator<std::vector<HSLA, std::allocator<HSLA> > > >::operator[](unsigned long) [47]
                0.00    0.00  100001/200259      bool __gnu_cxx::operator!=<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [46]
                0.00    0.00  100000/4114390     calculate_luminosity(HSLA const&) [34]
                0.00    0.00     513/3242        std::vector<HSLA, std::allocator<HSLA> >::end() [73]
                0.00    0.00     257/3243        std::vector<HSLA, std::allocator<HSLA> >::begin() [72]
                0.00    0.00     257/257         std::vector<std::vector<HSLA, std::allocator<HSLA> >, std::allocator<std::vector<HSLA, std::allocator<HSLA> > > >::size() const [107]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::__normal_iterator<HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, __gnu_cxx::__enable_if<std::__are_same<HSLA*, HSLA*>::__value, std::vector<HSLA, std::allocator<HSLA> > >::__type> const&) [115]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::vector<HSLA, std::allocator<HSLA> >::insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, void>(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [122]
                0.00    0.00       1/1           std::allocator<std::vector<HSLA, std::allocator<HSLA> > >::allocator() [181]
                0.00    0.00       1/1           std::vector<std::vector<HSLA, std::allocator<HSLA> >, std::allocator<std::vector<HSLA, std::allocator<HSLA> > > >::vector(unsigned long, std::allocator<std::vector<HSLA, std::allocator<HSLA> > > const&) [213]
                0.00    0.00       1/3           std::allocator<std::vector<HSLA, std::allocator<HSLA> > >::~allocator() [153]
                0.00    0.00       1/1           std::vector<HSLA, std::allocator<HSLA> >::clear() [208]
                0.00    0.00       1/1           std::vector<std::vector<HSLA, std::allocator<HSLA> >, std::allocator<std::vector<HSLA, std::allocator<HSLA> > > >::~vector() [214]
-----------------------------------------------
                0.00    0.00       4/5119700     void std::__insertion_sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [27]
                0.00    0.00  100000/5119700     radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
                0.00    0.00  368520/5119700     bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(HSLA const&, HSLA const&)>::operator()<HSLA, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(HSLA&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [24]
                0.00    0.00  636786/5119700     void std::iter_swap<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [23]
                0.00    0.00  737040/5119700     void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [22]
                0.01    0.00 3277350/5119700     bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>::operator()<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [19]
[15]    11.1    0.01    0.00 5119700         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator*() const [15]
-----------------------------------------------
                0.01    0.00  100000/100000      void std::allocator_traits<std::allocator<HSLA> >::construct<HSLA, HSLA const&>(std::allocator<HSLA>&, HSLA*, HSLA const&) [17]
[16]    11.1    0.01    0.00  100000         void __gnu_cxx::new_allocator<HSLA>::construct<HSLA, HSLA const&>(HSLA*, HSLA const&) [16]
                0.00    0.00  100000/202473      HSLA const& std::forward<HSLA const&>(std::remove_reference<HSLA const&>::type&) [45]
                0.00    0.00  100000/100257      operator new(unsigned long, void*) [48]
-----------------------------------------------
                0.00    0.00    2473/100000      void std::vector<HSLA, std::allocator<HSLA> >::_M_realloc_insert<HSLA const&>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA const&) [25]
                0.00    0.01   97527/100000      std::vector<HSLA, std::allocator<HSLA> >::push_back(HSLA const&) [18]
[17]    11.1    0.00    0.01  100000         void std::allocator_traits<std::allocator<HSLA> >::construct<HSLA, HSLA const&>(std::allocator<HSLA>&, HSLA*, HSLA const&) [17]
                0.01    0.00  100000/100000      void __gnu_cxx::new_allocator<HSLA>::construct<HSLA, HSLA const&>(HSLA*, HSLA const&) [16]
                0.00    0.00  100000/202473      HSLA const& std::forward<HSLA const&>(std::remove_reference<HSLA const&>::type&) [45]
-----------------------------------------------
                0.00    0.01  100000/100000      radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
[18]    11.1    0.00    0.01  100000         std::vector<HSLA, std::allocator<HSLA> >::push_back(HSLA const&) [18]
                0.00    0.01   97527/100000      void std::allocator_traits<std::allocator<HSLA> >::construct<HSLA, HSLA const&>(std::allocator<HSLA>&, HSLA*, HSLA const&) [17]
                0.00    0.00    2473/2473        void std::vector<HSLA, std::allocator<HSLA> >::_M_realloc_insert<HSLA const&>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA const&) [25]
                0.00    0.00    2473/3242        std::vector<HSLA, std::allocator<HSLA> >::end() [73]
-----------------------------------------------
                0.00    0.00      15/1638675     void std::__insertion_sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [27]
                0.00    0.00   26451/1638675     void std::__move_median_to_first<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [26]
                0.00    0.01 1612209/1638675     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [12]
[19]     7.1    0.00    0.01 1638675         bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>::operator()<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [19]
                0.01    0.00 3277350/5119700     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator*() const [15]
                0.00    0.00 1638675/2007195     compare_hsla_luminosity(HSLA const&, HSLA const&) [35]
-----------------------------------------------
                0.00    0.00       1/1           void std::__sort<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)> >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(HSLA const&, HSLA const&)>) [9]
